ONET_SOC_CODE,ELEMENT_ID,ELEMENT_NAME,SCALE_ID,CATEGORY,DATA_VALUE,N,STANDARD_ERROR,LOWER_CI_BOUND,UPPER_CI_BOUND,RECOMMEND_SUPPRESS,DATE,DOMAIN_SOURCE
51-4121.00,2.D.1,Required Level of Education,RL,9.0,0.0,43,0.0,,,N,08/2022,Incumbent
51-4121.00,2.D.1,Required Level of Education,RL,10.0,0.0,43,0.0,,,N,08/2022,Incumbent
51-4121.00,2.D.1,Required Level of Education,RL,11.0,0.0,43,0.0,,,N,08/2022,Incumbent
51-4121.00,2.D.1,Required Level of Education,RL,12.0,0.0,43,0.0,,,N,08/2022,Incumbent
51-4121.00,3.A.1,Related Work Experience,RW,1.0,13.4,42,6.4638,4.7825,32.275,N,08/2022,Incumbent
51-4121.00,3.A.1,Related Work Experience,RW,2.0,6.06,42,4.1751,1.4447,22.102,N,08/2022,Incumbent
51-4121.00,3.A.1,Related Work Experience,RW,3.0,6.02,42,4.0293,1.4963,21.2552,N,08/2022,Incumbent
51-4121.00,3.A.1,Related Work Experience,RW,4.0,3.61,42,3.022,0.6441,17.7878,N,08/2022,Incumbent
51-4121.00,3.A.1,Related Work Experience,RW,5.0,10.42,42,4.8682,3.9015,25.0103,N,08/2022,Incumbent
51-4121.00,3.A.1,Related Work Experience,RW,6.0,33.91,42,8.04,19.9145,51.4325,N,08/2022,Incumbent
51-4121.00,3.A.1,Related Work Experience,RW,7.0,18.76,42,6.1516,9.2752,34.2897,N,08/2022,Incumbent
51-4121.00,3.A.1,Related Work Experience,RW,8.0,3.91,42,3.5637,0.5945,21.6589,N,08/2022,Incumbent
51-4121.00,3.A.1,Related Work Experience,RW,9.0,3.91,42,3.7886,0.5271,23.7817,N,08/2022,Incumbent
51-4121.00,3.A.1,Related Work Experience,RW,10.0,0.0,42,0.0,,,N,08/2022,Incumbent
51-4121.00,3.A.1,Related Work Experience,RW,11.0,0.0,42,0.0,,,N,08/2022,Incumbent
51-4121.00,3.A.2,On-Site or In-Plant Training,PT,1.0,8.59,42,5.6594,2.146,28.716,N,08/2022,Incumbent
51-4121.00,3.A.2,On-Site or In-Plant Training,PT,2.0,27.81,42,7.0557,15.931,43.9304,N,08/2022,Incumbent
51-4121.00,3.A.2,On-Site or In-Plant Training,PT,3.0,17.62,42,5.4852,9.0649,31.4484,N,08/2022,Incumbent
51-4121.00,3.A.2,On-Site or In-Plant Training,PT,4.0,14.61,42,5.7921,6.2782,30.4086,N,08/2022,Incumbent
51-4121.00,3.A.2,On-Site or In-Plant Training,PT,5.0,16.04,42,7.8527,5.5598,38.2814,N,08/2022,Incumbent
51-4121.00,3.A.2,On-Site or In-Plant Training,PT,6.0,8.37,42,4.9869,2.3977,25.3519,N,08/2022,Incumbent
51-4121.00,3.A.2,On-Site or In-Plant Training,PT,7.0,6.95,42,4.6645,1.7131,24.2703,N,08/2022,Incumbent
51-4121.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.0,42,0.0,,,N,08/2022,Incumbent
51-4121.00,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,42,0.0,,,N,08/2022,Incumbent
51-4121.00,3.A.3,On-the-Job Training,OJ,1.0,4.3,42,3.2073,0.9199,17.8277,N,08/2022,Incumbent
51-4121.00,3.A.3,On-the-Job Training,OJ,2.0,18.63,42,6.4283,8.8617,35.0271,N,08/2022,Incumbent
51-4121.00,3.A.3,On-the-Job Training,OJ,3.0,26.75,42,7.4551,14.4806,44.0518,N,08/2022,Incumbent
51-4121.00,3.A.3,On-the-Job Training,OJ,4.0,24.85,42,6.7107,13.7995,40.5938,N,08/2022,Incumbent
51-4121.00,3.A.3,On-the-Job Training,OJ,5.0,17.1,42,7.7941,6.366,38.5066,N,08/2022,Incumbent
51-4121.00,3.A.3,On-the-Job Training,OJ,6.0,8.37,42,4.9869,2.3977,25.3519,N,08/2022,Incumbent
51-4121.00,3.A.3,On-the-Job Training,OJ,7.0,0.0,42,0.0,,,N,08/2022,Incumbent
51-4121.00,3.A.3,On-the-Job Training,OJ,8.0,0.0,42,0.0,,,N,08/2022,Incumbent
51-4121.00,3.A.3,On-the-Job Training,OJ,9.0,0.0,42,0.0,,,N,08/2022,Incumbent
51-4122.00,2.D.1,Required Level of Education,RL,1.0,21.79,18,8.035,9.344,42.9694,N,08/2024,Incumbent
51-4122.00,2.D.1,Required Level of Education,RL,2.0,32.0,18,9.206,16.1601,53.4654,N,08/2024,Incumbent
51-4122.00,2.D.1,Required Level of Education,RL,3.0,35.82,18,20.6691,7.7261,78.8127,Y,08/2024,Incumbent
51-4122.00,2.D.1,Required Level of Education,RL,4.0,10.39,18,11.8306,0.7873,62.8689,Y,08/2024,Incumbent
51-4122.00,2.D.1,Required Level of Education,RL,5.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,2.D.1,Required Level of Education,RL,6.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,2.D.1,Required Level of Education,RL,7.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,2.D.1,Required Level of Education,RL,8.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,2.D.1,Required Level of Education,RL,9.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,2.D.1,Required Level of Education,RL,10.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,2.D.1,Required Level of Education,RL,11.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,2.D.1,Required Level of Education,RL,12.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,2.D.4.a,Job-Related Professional Certification,IM,,2.12,18,0.2396,1.6102,2.6211,N,08/2024,Incumbent
51-4122.00,3.A.1,Related Work Experience,RW,1.0,13.57,17,8.3242,3.3716,41.4129,N,08/2024,Incumbent
51-4122.00,3.A.1,Related Work Experience,RW,2.0,9.38,17,7.9391,1.4094,42.8451,N,08/2024,Incumbent
51-4122.00,3.A.1,Related Work Experience,RW,3.0,1.47,17,1.5185,0.1626,12.075,N,08/2024,Incumbent
51-4122.00,3.A.1,Related Work Experience,RW,4.0,1.71,17,1.777,0.1838,14.0819,N,08/2024,Incumbent
51-4122.00,3.A.1,Related Work Experience,RW,5.0,44.29,17,14.2763,18.9104,73.052,N,08/2024,Incumbent
51-4122.00,3.A.1,Related Work Experience,RW,6.0,20.31,17,11.0063,5.6843,51.8628,N,08/2024,Incumbent
51-4122.00,3.A.1,Related Work Experience,RW,7.0,8.06,17,7.1414,1.1235,40.3429,N,08/2024,Incumbent
51-4122.00,3.A.1,Related Work Experience,RW,8.0,1.21,17,1.3108,0.1181,11.1786,N,08/2024,Incumbent
51-4122.00,3.A.1,Related Work Experience,RW,9.0,0.0,17,0.0,,,N,08/2024,Incumbent
51-4122.00,3.A.1,Related Work Experience,RW,10.0,0.0,17,0.0,,,N,08/2024,Incumbent
51-4122.00,3.A.1,Related Work Experience,RW,11.0,0.0,17,0.0,,,N,08/2024,Incumbent
51-4122.00,3.A.2,On-Site or In-Plant Training,PT,1.0,7.94,18,7.0487,1.1161,39.7415,N,08/2024,Incumbent
51-4122.00,3.A.2,On-Site or In-Plant Training,PT,2.0,37.31,18,15.8325,12.4879,71.2841,N,08/2024,Incumbent
51-4122.00,3.A.2,On-Site or In-Plant Training,PT,3.0,11.1,18,6.8934,2.7786,35.2818,N,08/2024,Incumbent
51-4122.00,3.A.2,On-Site or In-Plant Training,PT,4.0,10.39,18,9.7536,1.2547,51.3956,N,08/2024,Incumbent
51-4122.00,3.A.2,On-Site or In-Plant Training,PT,5.0,33.26,18,18.6557,7.8028,74.5878,Y,08/2024,Incumbent
51-4122.00,3.A.2,On-Site or In-Plant Training,PT,6.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,3.A.2,On-Site or In-Plant Training,PT,7.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,3.A.3,On-the-Job Training,OJ,1.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,3.A.3,On-the-Job Training,OJ,2.0,45.57,18,15.3363,18.512,75.5277,N,08/2024,Incumbent
51-4122.00,3.A.3,On-the-Job Training,OJ,3.0,7.94,18,7.0487,1.1161,39.7415,N,08/2024,Incumbent
51-4122.00,3.A.3,On-the-Job Training,OJ,4.0,17.45,18,10.5836,4.2955,49.9012,N,08/2024,Incumbent
51-4122.00,3.A.3,On-the-Job Training,OJ,5.0,21.09,18,15.7858,3.486,66.4132,N,08/2024,Incumbent
51-4122.00,3.A.3,On-the-Job Training,OJ,6.0,7.94,18,7.0487,1.1161,39.7415,N,08/2024,Incumbent
51-4122.00,3.A.3,On-the-Job Training,OJ,7.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,3.A.3,On-the-Job Training,OJ,8.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,3.A.3,On-the-Job Training,OJ,9.0,0.0,18,0.0,,,N,08/2024,Incumbent
51-4122.00,3.A.4.a,Apprenticeship,IM,,2.2,18,0.2454,1.686,2.7215,N,08/2024,Incumbent
51-4191.00,2.D.1,Required Level of Education,RL,1.0,20.06,19,12.0021,4.9525,54.7334,N,07/2016,Incumbent
51-4191.00,2.D.1,Required Level of Education,RL,2.0,69.85,19,17.9915,27.7949,93.3083,N,07/2016,Incumbent
51-4191.00,2.D.1,Required Level of Education,RL,3.0,9.81,19,8.3486,1.4749,44.1293,N,07/2016,Incumbent
51-4191.00,2.D.1,Required Level of Education,RL,4.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,2.D.1,Required Level of Education,RL,5.0,0.28,19,0.2968,0.0294,2.5765,N,07/2016,Incumbent
51-4191.00,2.D.1,Required Level of Education,RL,6.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,2.D.1,Required Level of Education,RL,7.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,2.D.1,Required Level of Education,RL,8.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,2.D.1,Required Level of Education,RL,9.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,2.D.1,Required Level of Education,RL,10.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,2.D.1,Required Level of Education,RL,11.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,2.D.1,Required Level of Education,RL,12.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.1,Related Work Experience,RW,1.0,47.88,19,16.0815,19.1755,78.0588,N,07/2016,Incumbent
51-4191.00,3.A.1,Related Work Experience,RW,2.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.1,Related Work Experience,RW,3.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.1,Related Work Experience,RW,4.0,21.38,19,12.119,5.6434,55.2946,N,07/2016,Incumbent
51-4191.00,3.A.1,Related Work Experience,RW,5.0,30.53,19,11.6255,12.197,58.1604,N,07/2016,Incumbent
51-4191.00,3.A.1,Related Work Experience,RW,6.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.1,Related Work Experience,RW,7.0,0.21,19,0.2211,0.022,1.9242,N,07/2016,Incumbent
51-4191.00,3.A.1,Related Work Experience,RW,8.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.1,Related Work Experience,RW,9.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.1,Related Work Experience,RW,10.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.1,Related Work Experience,RW,11.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.2,On-Site or In-Plant Training,PT,1.0,8.51,19,8.1893,1.0119,45.8677,N,07/2016,Incumbent
51-4191.00,3.A.2,On-Site or In-Plant Training,PT,2.0,25.55,19,12.9119,7.6145,58.8199,N,07/2016,Incumbent
51-4191.00,3.A.2,On-Site or In-Plant Training,PT,3.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.2,On-Site or In-Plant Training,PT,4.0,35.55,19,12.5008,14.9159,63.444,N,07/2016,Incumbent
51-4191.00,3.A.2,On-Site or In-Plant Training,PT,5.0,20.06,19,9.8476,6.4631,47.6934,N,07/2016,Incumbent
51-4191.00,3.A.2,On-Site or In-Plant Training,PT,6.0,10.0,19,8.6425,1.4576,45.5125,N,07/2016,Incumbent
51-4191.00,3.A.2,On-Site or In-Plant Training,PT,7.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.32,19,0.3431,0.0342,2.9623,N,07/2016,Incumbent
51-4191.00,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,19,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.3,On-the-Job Training,OJ,1.0,0.0,18,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.3,On-the-Job Training,OJ,2.0,18.98,18,12.0536,4.2924,55.0439,N,07/2016,Incumbent
51-4191.00,3.A.3,On-the-Job Training,OJ,3.0,24.26,18,9.5131,9.7002,48.8448,N,07/2016,Incumbent
51-4191.00,3.A.3,On-the-Job Training,OJ,4.0,36.5,18,12.2505,15.8605,63.681,N,07/2016,Incumbent
51-4191.00,3.A.3,On-the-Job Training,OJ,5.0,0.0,18,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.3,On-the-Job Training,OJ,6.0,19.93,18,10.1162,6.1337,48.6704,N,07/2016,Incumbent
51-4191.00,3.A.3,On-the-Job Training,OJ,7.0,0.0,18,0.0,,,N,07/2016,Incumbent
51-4191.00,3.A.3,On-the-Job Training,OJ,8.0,0.32,18,0.3441,0.0339,2.999,N,07/2016,Incumbent
51-4191.00,3.A.3,On-the-Job Training,OJ,9.0,0.0,18,0.0,,,N,07/2016,Incumbent
51-4192.00,2.D.1,Required Level of Education,RL,1.0,4.88,18,4.3874,0.6923,27.382,N,08/2018,Incumbent
51-4192.00,2.D.1,Required Level of Education,RL,2.0,60.01,18,13.0121,32.3404,82.4876,N,08/2018,Incumbent
51-4192.00,2.D.1,Required Level of Education,RL,3.0,11.59,18,6.0571,3.6267,31.3308,N,08/2018,Incumbent
51-4192.00,2.D.1,Required Level of Education,RL,4.0,14.54,18,9.5525,3.2498,46.2776,N,08/2018,Incumbent
51-4192.00,2.D.1,Required Level of Education,RL,5.0,8.99,18,6.3202,1.9006,33.51,N,08/2018,Incumbent
51-4192.00,2.D.1,Required Level of Education,RL,6.0,0.0,18,0.0,,,N,08/2018,Incumbent
51-4192.00,2.D.1,Required Level of Education,RL,7.0,0.0,18,0.0,,,N,08/2018,Incumbent
51-4192.00,2.D.1,Required Level of Education,RL,8.0,0.0,18,0.0,,,N,08/2018,Incumbent
51-4192.00,2.D.1,Required Level of Education,RL,9.0,0.0,18,0.0,,,N,08/2018,Incumbent
51-4192.00,2.D.1,Required Level of Education,RL,10.0,0.0,18,0.0,,,N,08/2018,Incumbent
51-4192.00,2.D.1,Required Level of Education,RL,11.0,0.0,18,0.0,,,N,08/2018,Incumbent
51-4192.00,2.D.1,Required Level of Education,RL,12.0,0.0,18,0.0,,,N,08/2018,Incumbent
51-4192.00,2.D.4.a,Job-Related Professional Certification,IM,,2.9,13,0.5733,1.6536,4.1517,N,08/2018,Incumbent
51-4192.00,3.A.1,Related Work Experience,RW,1.0,9.39,19,7.2438,1.7021,38.2692,N,08/2018,Incumbent
51-4192.00,3.A.1,Related Work Experience,RW,2.0,0.0,19,0.0,,,N,08/2018,Incumbent
51-4192.00,3.A.1,Related Work Experience,RW,3.0,1.68,19,1.7961,0.1738,14.3666,N,08/2018,Incumbent
51-4192.00,3.A.1,Related Work Experience,RW,4.0,0.0,19,0.0,,,N,08/2018,Incumbent
51-4192.00,3.A.1,Related Work Experience,RW,5.0,9.37,19,5.6982,2.4611,29.7445,N,08/2018,Incumbent
51-4192.00,3.A.1,Related Work Experience,RW,6.0,54.99,19,14.7116,25.9537,80.987,N,08/2018,Incumbent
51-4192.00,3.A.1,Related Work Experience,RW,7.0,6.18,19,4.1046,1.4675,22.5687,N,08/2018,Incumbent
51-4192.00,3.A.1,Related Work Experience,RW,8.0,18.39,19,10.0014,5.2636,47.7492,N,08/2018,Incumbent
51-4192.00,3.A.1,Related Work Experience,RW,9.0,0.0,19,0.0,,,N,08/2018,Incumbent
51-4192.00,3.A.1,Related Work Experience,RW,10.0,0.0,19,0.0,,,N,08/2018,Incumbent
51-4192.00,3.A.1,Related Work Experience,RW,11.0,0.0,19,0.0,,,N,08/2018,Incumbent
51-4192.00,3.A.2,On-Site or In-Plant Training,PT,1.0,24.81,19,16.0558,5.1312,66.8068,N,08/2018,Incumbent
51-4192.00,3.A.2,On-Site or In-Plant Training,PT,2.0,5.47,19,4.4114,0.9542,25.7853,N,08/2018,Incumbent
51-4192.00,3.A.2,On-Site or In-Plant Training,PT,3.0,9.3,19,7.0178,1.7566,37.0545,N,08/2018,Incumbent
51-4192.00,3.A.2,On-Site or In-Plant Training,PT,4.0,10.23,19,8.4114,1.6367,43.8394,N,08/2018,Incumbent
51-4192.00,3.A.2,On-Site or In-Plant Training,PT,5.0,19.96,19,12.4842,4.6086,56.2899,N,08/2018,Incumbent
51-4192.00,3.A.2,On-Site or In-Plant Training,PT,6.0,16.71,19,9.6806,4.4462,46.3809,N,08/2018,Incumbent
51-4192.00,3.A.2,On-Site or In-Plant Training,PT,7.0,13.51,19,8.9362,3.039,43.7845,N,08/2018,Incumbent
51-4192.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.0,19,0.0,,,N,08/2018,Incumbent
51-4192.00,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,19,0.0,,,N,08/2018,Incumbent
51-4192.00,3.A.3,On-the-Job Training,OJ,1.0,7.71,19,7.0392,1.0337,40.0395,N,08/2018,Incumbent
51-4192.00,3.A.3,On-the-Job Training,OJ,2.0,6.19,19,4.9179,1.1019,28.1072,N,08/2018,Incumbent
51-4192.00,3.A.3,On-the-Job Training,OJ,3.0,13.08,19,7.1187,3.8839,35.9299,N,08/2018,Incumbent
51-4192.00,3.A.3,On-the-Job Training,OJ,4.0,21.97,19,10.7558,7.0056,51.2668,N,08/2018,Incumbent
51-4192.00,3.A.3,On-the-Job Training,OJ,5.0,26.47,19,10.3825,10.5032,52.4727,N,08/2018,Incumbent
51-4192.00,3.A.3,On-the-Job Training,OJ,6.0,18.4,19,7.3307,7.4797,38.6107,N,08/2018,Incumbent
51-4192.00,3.A.3,On-the-Job Training,OJ,7.0,6.18,19,4.1046,1.4675,22.5687,N,08/2018,Incumbent
51-4192.00,3.A.3,On-the-Job Training,OJ,8.0,0.0,19,0.0,,,N,08/2018,Incumbent
51-4192.00,3.A.3,On-the-Job Training,OJ,9.0,0.0,19,0.0,,,N,08/2018,Incumbent
51-4192.00,3.A.4.a,Apprenticeship,IM,,2.56,13,0.5524,1.3597,3.7671,N,08/2018,Incumbent
51-4193.00,2.D.1,Required Level of Education,RL,1.0,49.2,23,13.4981,24.0148,74.8037,N,07/2016,Incumbent
51-4193.00,2.D.1,Required Level of Education,RL,2.0,46.75,23,13.4688,22.2287,72.9427,N,07/2016,Incumbent
51-4193.00,2.D.1,Required Level of Education,RL,3.0,0.0,23,0.0,,,N,07/2016,Incumbent
51-4193.00,2.D.1,Required Level of Education,RL,4.0,0.62,23,0.6623,0.0682,5.4486,N,07/2016,Incumbent
51-4193.00,2.D.1,Required Level of Education,RL,5.0,0.0,23,0.0,,,N,07/2016,Incumbent
51-4193.00,2.D.1,Required Level of Education,RL,6.0,3.43,23,3.5206,0.3892,24.3706,N,07/2016,Incumbent
51-4193.00,2.D.1,Required Level of Education,RL,7.0,0.0,23,0.0,,,N,07/2016,Incumbent
51-4193.00,2.D.1,Required Level of Education,RL,8.0,0.0,23,0.0,,,N,07/2016,Incumbent
51-4193.00,2.D.1,Required Level of Education,RL,9.0,0.0,23,0.0,,,N,07/2016,Incumbent
51-4193.00,2.D.1,Required Level of Education,RL,10.0,0.0,23,0.0,,,N,07/2016,Incumbent
51-4193.00,2.D.1,Required Level of Education,RL,11.0,0.0,23,0.0,,,N,07/2016,Incumbent
51-4193.00,2.D.1,Required Level of Education,RL,12.0,0.0,23,0.0,,,N,07/2016,Incumbent
51-4193.00,3.A.1,Related Work Experience,RW,1.0,50.87,22,19.6131,16.8393,84.1169,Y,07/2016,Incumbent
51-4193.00,3.A.1,Related Work Experience,RW,2.0,14.13,22,12.9949,1.7419,60.4182,N,07/2016,Incumbent
51-4193.00,3.A.1,Related Work Experience,RW,3.0,2.9,22,1.859,0.7515,10.5438,N,07/2016,Incumbent
51-4193.00,3.A.1,Related Work Experience,RW,4.0,6.44,22,5.5789,0.9947,32.0648,N,07/2016,Incumbent
51-4193.00,3.A.1,Related Work Experience,RW,5.0,10.92,22,10.2963,1.3382,52.5561,N,07/2016,Incumbent
51-4193.00,3.A.1,Related Work Experience,RW,6.0,5.38,22,3.4154,1.3903,18.664,N,07/2016,Incumbent
51-4193.00,3.A.1,Related Work Experience,RW,7.0,0.0,22,0.0,,,N,07/2016,Incumbent
51-4193.00,3.A.1,Related Work Experience,RW,8.0,9.36,22,6.8488,1.8885,35.6298,N,07/2016,Incumbent
51-4193.00,3.A.1,Related Work Experience,RW,9.0,0.0,22,0.0,,,N,07/2016,Incumbent
51-4193.00,3.A.1,Related Work Experience,RW,10.0,0.0,22,0.0,,,N,07/2016,Incumbent
51-4193.00,3.A.1,Related Work Experience,RW,11.0,0.0,22,0.0,,,N,07/2016,Incumbent
51-4193.00,3.A.2,On-Site or In-Plant Training,PT,1.0,29.57,22,21.9533,4.477,78.9894,Y,07/2016,Incumbent
51-4193.00,3.A.2,On-Site or In-Plant Training,PT,2.0,2.9,22,1.6742,0.8604,9.3246,N,07/2016,Incumbent
51-4193.00,3.A.2,On-Site or In-Plant Training,PT,3.0,24.66,22,14.5704,6.0189,62.5757,N,07/2016,Incumbent
51-4193.00,3.A.2,On-Site or In-Plant Training,PT,4.0,1.0,22,1.0698,0.1057,8.7492,N,07/2016,Incumbent
51-4193.00,3.A.2,On-Site or In-Plant Training,PT,5.0,6.16,22,5.4997,0.8979,32.2028,N,07/2016,Incumbent
51-4193.00,3.A.2,On-Site or In-Plant Training,PT,6.0,35.01,22,16.6983,10.4836,71.2527,N,07/2016,Incumbent
51-4193.00,3.A.2,On-Site or In-Plant Training,PT,7.0,0.71,22,0.7654,0.0751,6.3883,N,07/2016,Incumbent
51-4193.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.0,22,0.0,,,N,07/2016,Incumbent
51-4193.00,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,22,0.0,,,N,07/2016,Incumbent
51-4193.00,3.A.3,On-the-Job Training,OJ,1.0,14.13,22,11.0694,2.4067,52.3192,N,07/2016,Incumbent
51-4193.00,3.A.3,On-the-Job Training,OJ,2.0,11.63,22,10.3996,1.5794,51.9085,N,07/2016,Incumbent
51-4193.00,3.A.3,On-the-Job Training,OJ,3.0,22.06,22,13.394,5.3029,58.8524,N,07/2016,Incumbent
51-4193.00,3.A.3,On-the-Job Training,OJ,4.0,21.84,22,10.2619,7.4082,49.3774,N,07/2016,Incumbent
51-4193.00,3.A.3,On-the-Job Training,OJ,5.0,6.87,22,5.6157,1.1738,31.4044,N,07/2016,Incumbent
51-4193.00,3.A.3,On-the-Job Training,OJ,6.0,9.36,22,6.8488,1.8885,35.6298,N,07/2016,Incumbent
51-4193.00,3.A.3,On-the-Job Training,OJ,7.0,0.0,22,0.0,,,N,07/2016,Incumbent
51-4193.00,3.A.3,On-the-Job Training,OJ,8.0,0.0,22,0.0,,,N,07/2016,Incumbent
51-4193.00,3.A.3,On-the-Job Training,OJ,9.0,14.13,22,13.5253,1.5929,62.5711,N,07/2016,Incumbent
51-4194.00,2.D.1,Required Level of Education,RL,1.0,13.28,25,8.4758,3.2432,41.1579,N,07/2016,Incumbent
51-4194.00,2.D.1,Required Level of Education,RL,2.0,44.99,25,13.4129,21.0861,71.4507,N,07/2016,Incumbent
51-4194.00,2.D.1,Required Level of Education,RL,3.0,35.67,25,13.3593,14.2888,64.8346,N,07/2016,Incumbent
51-4194.00,2.D.1,Required Level of Education,RL,4.0,0.0,25,0.0,,,N,07/2016,Incumbent
51-4194.00,2.D.1,Required Level of Education,RL,5.0,6.07,25,5.8712,0.7647,35.126,N,07/2016,Incumbent
51-4194.00,2.D.1,Required Level of Education,RL,6.0,0.0,25,0.0,,,N,07/2016,Incumbent
51-4194.00,2.D.1,Required Level of Education,RL,7.0,0.0,25,0.0,,,N,07/2016,Incumbent
51-4194.00,2.D.1,Required Level of Education,RL,8.0,0.0,25,0.0,,,N,07/2016,Incumbent
51-4194.00,2.D.1,Required Level of Education,RL,9.0,0.0,25,0.0,,,N,07/2016,Incumbent
51-4194.00,2.D.1,Required Level of Education,RL,10.0,0.0,25,0.0,,,N,07/2016,Incumbent
51-4194.00,2.D.1,Required Level of Education,RL,11.0,0.0,25,0.0,,,N,07/2016,Incumbent
51-4194.00,2.D.1,Required Level of Education,RL,12.0,0.0,25,0.0,,,N,07/2016,Incumbent
51-4194.00,3.A.1,Related Work Experience,RW,1.0,19.02,25,9.551,6.1332,45.7887,N,07/2016,Incumbent
51-4194.00,3.A.1,Related Work Experience,RW,2.0,12.37,25,11.7431,1.4852,56.9121,N,07/2016,Incumbent
51-4194.00,3.A.1,Related Work Experience,RW,3.0,16.8,25,8.7791,5.2336,42.4684,N,07/2016,Incumbent
51-4194.00,3.A.1,Related Work Experience,RW,4.0,12.08,25,7.9581,2.8426,39.2129,N,07/2016,Incumbent
51-4194.00,3.A.1,Related Work Experience,RW,5.0,1.24,25,1.2577,0.1499,9.479,N,07/2016,Incumbent
51-4194.00,3.A.1,Related Work Experience,RW,6.0,12.3,25,5.9101,4.3305,30.2895,N,07/2016,Incumbent
51-4194.00,3.A.1,Related Work Experience,RW,7.0,6.7,25,6.9668,0.7157,41.7268,N,07/2016,Incumbent
51-4194.00,3.A.1,Related Work Experience,RW,8.0,18.7,25,10.6534,5.1381,49.4161,N,07/2016,Incumbent
51-4194.00,3.A.1,Related Work Experience,RW,9.0,0.56,25,0.5684,0.0682,4.4306,N,07/2016,Incumbent
51-4194.00,3.A.1,Related Work Experience,RW,10.0,0.0,25,0.0,,,N,07/2016,Incumbent
51-4194.00,3.A.1,Related Work Experience,RW,11.0,0.23,25,0.2369,0.0279,1.8907,N,07/2016,Incumbent
51-4194.00,3.A.2,On-Site or In-Plant Training,PT,1.0,13.97,25,9.5045,3.0746,45.3749,N,07/2016,Incumbent
51-4194.00,3.A.2,On-Site or In-Plant Training,PT,2.0,12.01,25,6.3194,3.8242,31.9246,N,07/2016,Incumbent
51-4194.00,3.A.2,On-Site or In-Plant Training,PT,3.0,24.28,25,9.7945,9.6505,49.0558,N,07/2016,Incumbent
51-4194.00,3.A.2,On-Site or In-Plant Training,PT,4.0,14.85,25,8.2703,4.3283,40.2152,N,07/2016,Incumbent
51-4194.00,3.A.2,On-Site or In-Plant Training,PT,5.0,11.85,25,8.5437,2.4271,42.0984,N,07/2016,Incumbent
51-4194.00,3.A.2,On-Site or In-Plant Training,PT,6.0,23.03,25,13.8854,5.607,60.1106,N,07/2016,Incumbent
51-4194.00,3.A.2,On-Site or In-Plant Training,PT,7.0,0.0,25,0.0,,,N,07/2016,Incumbent
51-4194.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.0,25,0.0,,,N,07/2016,Incumbent
