DWA_ID,DWA_TITLE,CLASSIFICATION,EXPLANATION
4.A.4.b.4.I01.D15,Supervise technical medical personnel.,NON-REMOTE,"Supervising technical medical personnel typically requires physical presence to effectively manage, guide, and ensure compliance with procedures in a medical setting."
4.A.4.b.4.I01.D16,Supervise sales or support personnel.,REMOTE,Supervision of sales or support personnel can be conducted remotely using digital communication tools and online management systems.
4.A.4.b.4.I01.D17,Supervise laboratory work.,NON-REMOTE,"Supervising laboratory work typically requires physical presence to oversee experiments, ensure safety protocols are followed, and manage on-site equipment."
4.A.4.b.4.I01.D18,Supervise student research or internship work.,NON-REMOTE,"Supervising student research or internship work often requires physical presence to provide hands-on guidance, use on-site resources, and ensure safety and compliance with institutional protocols."
4.A.4.b.4.I01.D19,Supervise workers performing environmentally sustainable activities.,NON-REMOTE,"Supervising workers typically requires physical presence to effectively oversee activities, ensure safety, and provide direct guidance or intervention as needed."
4.A.4.b.4.I02.D01,Serve on institutional or departmental committees.,NON-REMOTE,This task typically requires physical presence for in-person meetings and interactions that are often necessary for effective committee participation and decision-making.
4.A.4.b.4.I03.D01,Manage content of broadcasts or presentations.,REMOTE,This task can be performed from any location using digital tools and online systems to manage and organize content for broadcasts or presentations.
4.A.4.b.4.I03.D02,Direct productions or performances.,NON-REMOTE,"This task requires physical presence to manage and oversee live productions or performances, which cannot be easily replicated remotely."
4.A.4.b.4.I03.D03,Coordinate musical rehearsals or performances.,NON-REMOTE,This task requires physical presence to manage and interact with musicians and equipment during rehearsals or performances.
4.A.4.b.4.I03.D04,Coordinate athletic or sporting events or activities.,NON-REMOTE,"This task requires physical presence to manage logistics, oversee event setup, and ensure smooth operation during the event."
4.A.4.b.4.I03.D05,Coordinate artistic activities.,NON-REMOTE,"This task likely requires physical presence to manage and oversee artistic events, activities, or performances, which often involve direct interaction with artists and on-site coordination."
4.A.4.b.4.I04.D01,Coordinate forestry or agricultural activities.,NON-REMOTE,"This task requires physical presence to manage and oversee activities in forestry or agricultural settings, which often involve direct interaction with the environment and on-site equipment."
4.A.4.b.4.I04.D02,Manage agricultural or forestry operations.,NON-REMOTE,"Managing agricultural or forestry operations typically requires physical presence to oversee activities, interact with on-site equipment, and address issues that arise in the field."
4.A.4.b.4.I04.D03,"Direct activities of agricultural, forestry, or fishery employees.",NON-REMOTE,"This task requires physical presence to manage and oversee on-site operations and personnel in agricultural, forestry, or fishery settings."
4.A.4.b.4.I05.D01,Supervise inmate activities.,NON-REMOTE,"Supervising inmate activities requires physical presence to ensure safety, security, and direct oversight, which cannot be replicated remotely."
4.A.4.b.4.I05.D02,Count prison inmates or personnel.,NON-REMOTE,"This task requires physical presence to accurately count individuals in a specific location, which cannot be easily replicated remotely."
4.A.4.b.4.I06.D01,Direct surveying activities.,NON-REMOTE,Direct surveying activities typically require physical presence at the survey site to gather accurate data and measurements.
4.A.4.b.4.I06.D02,Direct technical activities or operations.,NON-REMOTE,"Directing technical activities or operations typically requires on-site presence to oversee processes, manage equipment, and ensure proper execution, which cannot be easily replicated remotely."
4.A.4.b.4.I06.D03,Coordinate design activities.,REMOTE,This task can be performed from any location using digital tools and online systems to communicate and collaborate with team members.
4.A.4.b.4.I06.D04,Coordinate software or hardware installation.,REMOTE,"This task can be performed from any location using digital tools and remote communications, as it involves planning and managing the installation process rather than physically installing the hardware or software."
4.A.4.b.4.I06.D05,Direct scientific activities.,NON-REMOTE,"Directing scientific activities typically requires physical presence to oversee experiments, manage laboratory equipment, and interact with on-site personnel."
4.A.4.b.4.I06.D06,Direct natural resources management or conservation programs.,NON-REMOTE,"This task typically requires physical presence to manage and oversee on-site activities, interact with local ecosystems, and engage with field personnel directly."
4.A.4.b.4.I06.D07,Manage information technology projects or system activities.,REMOTE,This task can be performed from any location using digital tools and online systems to coordinate and oversee IT projects or system activities.
4.A.4.b.4.I06.D08,Manage scientific or technical project resources.,REMOTE,This task can be performed from any location using digital tools and online systems to coordinate and allocate resources without requiring physical presence.
4.A.4.b.4.I06.D09,Direct medical science or healthcare programs.,NON-REMOTE,"Directing medical science or healthcare programs typically requires on-site presence for effective management, coordination, and interaction with healthcare staff and facilities."
4.A.4.b.4.I06.D10,Direct design or development activities.,REMOTE,This task can be performed from any location using digital tools and online systems to manage and oversee design or development processes.
4.A.4.b.4.I06.D11,Coordinate cross-disciplinary research programs.,REMOTE,This task can be performed from any location using digital tools and online systems to communicate and collaborate with team members across different disciplines.
4.A.4.b.4.I07.D01,Coordinate training activities.,REMOTE,This task can be performed from any location using digital tools and online systems to organize and manage training sessions.
4.A.4.b.4.I07.D02,Coordinate personnel recruitment activities.,REMOTE,"This task can be performed from any location using digital tools such as video conferencing, online job portals, and communication platforms to manage recruitment processes."
4.A.4.b.4.I07.D03,Direct employee training programs.,REMOTE,Directing employee training programs can be done remotely using digital tools and online communication platforms.
4.A.4.b.4.I07.D04,Manage human resources activities.,REMOTE,"Many human resources activities, such as recruitment, employee onboarding, and performance management, can be managed using digital tools and online systems, allowing them to be performed remotely."
4.A.4.b.4.I08.D01,Direct quality control activities.,NON-REMOTE,"Directing quality control activities typically requires physical presence to oversee processes, inspect products, and ensure compliance with standards on-site."
4.A.4.b.4.I08.D02,Coordinate flight control or management activities.,NON-REMOTE,This task requires physical presence and direct interaction with on-site equipment and personnel to ensure safe and effective flight operations.
4.A.4.b.4.I08.D03,Manage control system activities in organizations.,REMOTE,This task can be performed from any location using digital tools and online systems to oversee and manage control systems without requiring physical presence.
4.A.4.b.4.I09.D01,Manage budgets for personal services operations.,REMOTE,This task involves financial management and can be performed using digital tools and online systems without requiring physical presence.
4.A.4.b.4.I09.D02,Direct financial operations.,REMOTE,Directing financial operations can typically be done from any location using digital tools and online systems for communication and management.
4.A.4.b.4.I09.D03,Direct fundraising or financing activities.,REMOTE,"This task can be performed from any location using digital tools, online systems, or remote communications, such as virtual meetings, emails, and online fundraising platforms."
4.A.4.b.4.I09.D04,Prepare operational budgets.,REMOTE,Preparing operational budgets can be done from any location using digital tools and online systems for financial analysis and documentation.
4.A.4.b.4.I09.D05,Manage organizational or project budgets.,REMOTE,This task can be performed from any location using digital tools and online systems for financial analysis and budget management.
4.A.4.b.4.I09.D06,Manage financial activities of the organization.,REMOTE,"Managing financial activities can typically be done from any location using digital financial tools, online systems, and remote communication methods."
4.A.4.b.4.I09.D07,Manage budgets for appropriate resource allocation.,REMOTE,"This task involves analyzing financial data and making decisions about resource distribution, which can be done using digital tools and online systems without the need for physical presence."
4.A.4.b.4.I09.D08,Manage organizational or program finances.,REMOTE,This task can be performed from any location using digital financial management tools and online systems.
4.A.4.b.4.I09.D09,Prepare operational budgets for green energy or other green operations.,REMOTE,"This task involves financial planning and analysis, which can be performed using digital tools and online systems without the need for physical presence."
4.A.4.b.4.I09.D10,Prepare project budgets.,REMOTE,This task can be performed from any location using digital tools and online systems to analyze financial data and create budget documents.
4.A.4.b.4.I10.D01,Direct natural resources extraction projects.,NON-REMOTE,This task requires physical presence and direct manual interaction with on-site equipment and resources.
4.A.4.b.4.I10.D02,Direct construction or extraction personnel.,NON-REMOTE,"This task requires physical presence to oversee and manage on-site construction or extraction activities, which cannot be performed remotely."
4.A.4.b.4.I10.D03,Direct construction activities.,NON-REMOTE,"Directing construction activities requires physical presence on-site to oversee operations, manage teams, and ensure compliance with safety and building standards."
4.A.4.b.4.I10.D04,Direct installation activities.,NON-REMOTE,Direct installation activities typically require physical presence to manage and oversee the setup and integration of equipment or systems on-site.
4.A.4.b.4.I10.D05,Coordinate construction project activities.,NON-REMOTE,"This task requires physical presence on-site to manage and oversee construction activities, interact with workers, and ensure compliance with safety and project specifications."
4.A.4.b.4.I10.D06,Coordinate construction or installation activities.,NON-REMOTE,"This task requires physical presence to oversee and manage on-site construction or installation activities, which cannot be effectively done remotely."
4.A.4.b.4.I10.D07,Manage construction activities.,NON-REMOTE,"Managing construction activities typically requires physical presence on-site to oversee operations, coordinate with workers, and ensure safety and compliance with regulations."
4.A.4.b.4.I11.D01,Organize recreational activities or events.,NON-REMOTE,"This task typically requires physical presence to manage logistics, interact with participants, and oversee the event setup and execution."
4.A.4.b.4.I11.D02,Coordinate student extracurricular activities.,NON-REMOTE,"This task typically requires physical presence to manage, supervise, and interact with students and staff during activities, which often occur on-site."
4.A.4.b.4.I11.D03,Coordinate special events or programs.,NON-REMOTE,"Coordinating special events or programs typically requires physical presence for site inspections, vendor meetings, and on-site management during the event."
4.A.4.b.4.I11.D04,Host events.,NON-REMOTE,"Hosting events typically requires physical presence to manage logistics, interact with attendees, and oversee event operations."
4.A.4.b.4.I11.D05,Organize special events.,NON-REMOTE,"Organizing special events typically requires physical presence for site inspections, coordination with vendors, and on-site management during the event."
4.A.4.b.4.I11.D06,Manage outreach activities.,REMOTE,"Outreach activities can often be managed remotely using digital communication tools, social media platforms, and online event management systems."
4.A.4.b.4.I12.D01,Direct operational or production activities.,NON-REMOTE,"Directing operational or production activities typically requires physical presence to oversee processes, manage on-site equipment, and interact directly with personnel and materials."
4.A.4.b.4.I12.D02,Direct environmental development activities.,NON-REMOTE,"Directing environmental development activities typically requires on-site presence to manage and oversee physical projects, interact with teams, and ensure compliance with environmental regulations."
4.A.4.b.4.I12.D03,"Direct sales, marketing, or customer service activities.",NON-REMOTE,"These activities often require physical presence for face-to-face interactions, demonstrations, or direct customer engagement that cannot be fully replicated remotely."
4.A.4.b.4.I12.D04,Direct equipment maintenance or repair activities.,NON-REMOTE,"This task requires physical presence and direct manual interaction with equipment, which cannot be easily replicated remotely."
4.A.4.b.4.I12.D05,Coordinate sales campaigns.,REMOTE,This task can be performed from any location using digital tools and online systems to manage and communicate with team members and clients.
4.A.4.b.4.I12.D06,Direct funeral or mortuary activities.,NON-REMOTE,"This task requires physical presence to manage and oversee activities that occur at a funeral or mortuary, which cannot be performed remotely."
4.A.4.b.4.I12.D07,Manage environmental sustainability projects.,NON-REMOTE,"Managing environmental sustainability projects often requires on-site presence to assess environmental conditions, interact with local stakeholders, and oversee project implementation directly."
4.A.4.b.4.I12.D08,Oversee business processes.,REMOTE,Overseeing business processes can typically be done from any location using digital tools and online systems for communication and management.
4.A.4.b.4.I12.D09,Coordinate logistics or other business operations.,REMOTE,This task can be performed from any location using digital tools and online systems to manage and coordinate logistics or business operations.
4.A.4.b.4.I12.D10,Direct green energy production operations.,NON-REMOTE,"Directing green energy production operations typically requires on-site presence to manage equipment, oversee processes, and ensure safety and efficiency in the physical environment."
4.A.4.b.4.I12.D11,Manage guest services.,NON-REMOTE,"Managing guest services typically requires physical presence to interact with guests, oversee on-site operations, and address immediate needs or issues."
4.A.4.b.4.I12.D12,"Manage operations, research, or logistics projects.",REMOTE,This task can be performed from any location using digital tools and online systems for communication and project management.
4.A.4.b.4.I12.D13,Coordinate activities of food service staff.,NON-REMOTE,"This task requires physical presence to manage and oversee the staff, ensure operations run smoothly, and address any immediate issues that arise in the food service environment."
4.A.4.b.4.I12.D14,Direct operations of correctional facilities.,NON-REMOTE,"This task requires physical presence to manage and oversee the daily activities, security, and operations within correctional facilities, which cannot be conducted remotely."
4.A.4.b.4.I12.D15,Coordinate timing of food production activities.,NON-REMOTE,"This task likely requires physical presence to manage and oversee the timing and coordination of food production activities, which involves direct interaction with on-site staff and equipment."
4.A.4.b.4.I12.D16,Coordinate shipping activities with external parties.,REMOTE,This task can be performed from any location using digital communication tools and online systems to coordinate with external parties.
4.A.4.b.4.I12.D17,Direct administrative or support services.,REMOTE,"This task can be performed from any location using digital tools and online systems, as it involves overseeing and coordinating services that do not necessarily require physical presence."
4.A.4.b.4.I12.D18,Manage operations of artistic or entertainment departments or organizations.,NON-REMOTE,"This task typically requires physical presence to oversee and coordinate activities, interact with staff and performers, and manage on-site operations effectively."
4.A.4.b.4.I12.D19,Coordinate activities of production personnel.,NON-REMOTE,"This task typically requires physical presence to manage and oversee production operations, interact directly with personnel, and address on-site issues."
4.A.4.b.4.I12.D20,Coordinate logistics for productions or events.,NON-REMOTE,"This task typically requires physical presence to manage on-site logistics, equipment, and personnel, which cannot be fully replicated remotely."
4.A.4.b.4.I12.D21,Direct maintenance or repair activities.,NON-REMOTE,This task requires physical presence and direct manual interaction to perform maintenance or repair activities.
4.A.4.b.4.I12.D22,Manage food service operations or parts of operations.,NON-REMOTE,"This task requires physical presence to oversee and manage on-site food service operations, including direct interaction with staff and equipment."
4.A.4.b.4.I12.D23,Direct healthcare delivery programs.,NON-REMOTE,"Directing healthcare delivery programs typically requires physical presence to manage on-site operations, interact with healthcare staff, and ensure the effective delivery of services."
4.A.4.b.4.I12.D24,Direct industrial production activities.,NON-REMOTE,"Directing industrial production activities typically requires on-site presence to manage equipment, oversee processes, and ensure safety and efficiency in a physical production environment."
4.A.4.b.4.I12.D25,Direct maintenance and repair activities in green energy production facilities.,NON-REMOTE,"This task requires physical presence to oversee and manage maintenance and repair activities, which involve direct manual interaction and specialized on-site equipment in green energy production facilities."
4.A.4.b.4.I12.D26,Direct energy production or management activities.,NON-REMOTE,"Directing energy production or management activities typically requires on-site presence to oversee operations, manage equipment, and ensure safety and compliance."
4.A.4.b.4.I12.D27,Direct facility maintenance or repair activities.,NON-REMOTE,This task requires physical presence and direct manual interaction to perform maintenance or repair activities on-site.
4.A.4.b.4.I12.D28,Manage clerical or administrative activities.,REMOTE,This task can be performed from any location using digital tools and online systems for communication and management.
4.A.4.b.4.I12.D29,Arrange delivery of goods or services.,REMOTE,This task can be performed from any location using digital tools and online systems to coordinate and schedule deliveries.
4.A.4.b.4.I12.D30,Direct passenger or freight transport activities.,NON-REMOTE,"This task requires physical presence to manage and oversee the transportation of passengers or freight, which involves direct interaction with vehicles and possibly on-site equipment."
4.A.4.b.4.I12.D31,Direct material handling or moving activities.,NON-REMOTE,This task requires physical presence and direct manual interaction to handle or move materials.
4.A.4.b.4.I12.D32,Coordinate project activities with other personnel or departments.,REMOTE,This task can be performed from any location using digital communication tools and online collaboration platforms.
4.A.4.b.4.I12.D33,Direct department activities.,NON-REMOTE,"Directing department activities typically requires physical presence for effective management, coordination, and interaction with team members."
4.A.4.b.4.I12.D34,Coordinate reporting or editing activities.,REMOTE,"This task can be performed from any location using digital tools and online communication platforms, as it primarily involves managing and organizing tasks that do not require physical presence."
4.A.4.b.4.I12.D35,Manage preparation of special meals or diets.,NON-REMOTE,"This task requires physical presence to oversee the preparation of meals, which involves direct manual interaction and cannot be easily replicated remotely."
4.A.4.b.4.I12.D36,Coordinate resource procurement activities.,REMOTE,This task can be performed from any location using digital tools and online systems to manage and coordinate procurement activities.
4.A.4.b.4.I12.D37,Coordinate operational activities.,NON-REMOTE,"This task often requires physical presence to manage on-site operations, interact with staff, and address immediate issues that arise in person."
4.A.4.b.4.I12.D38,Manage healthcare operations.,NON-REMOTE,"Managing healthcare operations typically requires physical presence to oversee staff, interact with patients, and ensure the smooth functioning of on-site facilities and equipment."
4.A.4.b.4.I12.D39,"Direct organizational operations, projects, or services.",REMOTE,"This task can be performed from any location using digital tools and remote communications to oversee and manage operations, projects, or services."
4.A.4.b.4.I13.D01,Plan employee work schedules.,REMOTE,This task can be performed from any location using digital tools and online scheduling systems without requiring physical presence.
4.A.4.b.4.I13.D02,Prepare staff schedules or work assignments.,REMOTE,This task can be performed from any location using digital scheduling tools and online communication systems.
4.A.4.b.4.I13.D03,Prepare activity or work schedules.,REMOTE,This task can be performed from any location using digital tools or online scheduling systems without requiring physical presence.
4.A.4.b.4.I13.D04,Prepare employee work schedules.,REMOTE,This task can be performed from any location using digital scheduling tools and online communication systems.
4.A.4.b.4.I13.D05,Assign class work to students.,REMOTE,"This task can be performed from any location using digital tools or online systems, such as learning management systems or email, to communicate assignments to students."
4.A.4.b.4.I13.D06,Assign duties or work schedules to employees.,REMOTE,This task can be performed from any location using digital tools or online systems to communicate and manage employee schedules.
4.A.4.b.4.I14.D01,Coordinate regulatory documentation activities.,REMOTE,"This task involves managing and organizing documentation, which can be done using digital tools and online systems without the need for physical presence."
4.A.4.b.4.I14.D02,Coordinate safety or regulatory compliance activities.,REMOTE,This task can be performed from any location using digital tools and online systems to manage and communicate compliance activities.
4.A.4.b.4.I14.D03,Manage documentation to ensure organization or accuracy.,REMOTE,This task can be performed from any location using digital tools and online systems to manage and organize documentation.
4.A.4.b.4.I15.D01,Direct emergency management activities.,NON-REMOTE,"Directing emergency management activities typically requires physical presence to coordinate on-site resources, personnel, and equipment effectively."
4.A.4.b.4.I15.D02,Manage organizational security activities.,REMOTE,This task can be performed from any location using digital tools and online systems to oversee and coordinate security measures and protocols.
4.A.4.b.4.I15.D03,Direct fire fighting or prevention activities.,NON-REMOTE,This task requires physical presence and direct manual interaction to effectively manage and control fire situations.
4.A.4.b.4.I15.D04,Coordinate enforcement of laws or regulations.,NON-REMOTE,"This task typically requires physical presence to interact with law enforcement personnel, oversee operations, and ensure compliance on-site."
4.A.4.b.4.I15.D05,Direct security operations.,NON-REMOTE,"Directing security operations typically requires physical presence to oversee personnel, manage on-site security systems, and respond to immediate security threats."
4.A.4.b.4.I16.D01,Direct criminal investigations.,NON-REMOTE,"Directing criminal investigations typically requires physical presence for activities such as overseeing crime scenes, coordinating with on-site personnel, and interacting with evidence and witnesses."
4.A.4.b.4.I16.D02,Direct law enforcement activities.,NON-REMOTE,Directing law enforcement activities typically requires physical presence and interaction with on-site personnel and situations.
4.A.4.b.4.I16.D03,Coordinate legal schedules or activities.,REMOTE,This task can be performed from any location using digital tools and online systems to manage and coordinate schedules or activities.
4.A.4.b.4.I16.D04,Direct courtroom activities or procedures.,NON-REMOTE,Directing courtroom activities or procedures requires physical presence in the courtroom and cannot be performed remotely.
4.A.4.b.5.I01.D01,Coach others.,NON-REMOTE,"Coaching often requires physical presence for effective communication, observation, and interaction, which are difficult to replicate remotely."
4.A.4.b.5.I02.D01,Encourage patients during therapeutic activities.,NON-REMOTE,This task requires physical presence to interact directly with patients during therapeutic activities.
4.A.4.b.5.I02.D02,Visit individuals in their homes to provide support or information.,NON-REMOTE,"This task requires physical presence to visit individuals in their homes, which cannot be performed remotely."
4.A.4.b.5.I02.D03,Encourage students.,NON-REMOTE,Encouraging students typically requires physical presence to effectively engage and interact with them in a classroom or educational setting.
4.A.4.b.5.I02.D04,Interact with patients to build rapport or provide emotional support.,NON-REMOTE,"This task requires physical presence to effectively interact and provide emotional support to patients, which cannot be easily replicated remotely."
4.A.4.b.5.I02.D05,Support the professional development of others.,REMOTE,"This task can be performed from any location using digital tools such as online training platforms, video conferencing, and other remote communication methods."
4.A.4.b.5.I02.D06,Encourage patients or clients to develop life skills.,NON-REMOTE,"This task typically requires physical presence to effectively interact and engage with patients or clients, often involving direct personal interaction and observation."
4.A.4.b.6.I01.D01,"Provide health and wellness advice to patients, program participants, or caregivers.",REMOTE,"This task can be performed from any location using digital communication tools such as video calls, phone calls, or online messaging platforms."
4.A.4.b.6.I01.D02,Advise patients on preventive care techniques.,NON-REMOTE,This task typically requires physical presence to interact directly with patients and assess their specific needs in person.
4.A.4.b.6.I01.D03,Provide medical or cosmetic advice for clients.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls or online consultations, without requiring physical presence."
4.A.4.b.6.I01.D04,Advise patients on effects of health conditions or treatments.,NON-REMOTE,"This task typically requires direct interaction with patients, which often involves physical presence to effectively communicate and assess patient needs."
4.A.4.b.6.I01.D05,Advise patients on healthcare system processes.,REMOTE,"This task can be performed from any location using digital communication tools, as it involves providing information and guidance rather than requiring physical presence or direct manual interaction."
4.A.4.b.6.I02.D01,Recommend types of assistive devices.,REMOTE,This task can be performed from any location using digital tools and online systems to research and recommend assistive devices.
4.A.4.b.6.I02.D02,Advise customers on technical or procedural issues.,REMOTE,"This task can be performed from any location using digital communication tools such as email, phone, or video conferencing, and does not require physical presence."
4.A.4.b.6.I02.D03,Advise customers on the use of products or services.,REMOTE,"This task can be performed from any location using digital communication tools such as phone calls, emails, or video conferencing, without requiring physical presence."
4.A.4.b.6.I02.D04,Recommend products or services to customers.,REMOTE,"This task can be performed remotely using digital communication tools, such as email, chat, or video calls, without requiring physical presence."
4.A.4.b.6.I03.D01,Advise others about environmental management or conservation.,REMOTE,"This task can be performed from any location using digital communication tools, such as video calls, emails, or online platforms, without requiring physical presence."
4.A.4.b.6.I03.D02,Advise others regarding green practices or environmental concerns.,REMOTE,This task can be performed from any location using digital communication tools to provide advice and information.
4.A.4.b.6.I03.D03,Advise others on green energy or related technologies.,REMOTE,"This task can be performed from any location using digital communication tools, such as video calls or emails, without requiring physical presence."
4.A.4.b.6.I03.D04,Advise others about land management or conservation.,REMOTE,"This task can be performed from any location using digital communication tools, such as video calls or emails, to provide advice and guidance on land management or conservation."
4.A.4.b.6.I04.D01,Provide technical guidance to other personnel.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls, emails, or messaging platforms, and does not require physical presence."
4.A.4.b.6.I04.D02,Provide technical support for software maintenance or use.,REMOTE,This task can be performed from any location using digital tools and remote communication to assist users with software-related issues.
4.A.4.b.6.I04.D03,Provide recommendations to others about computer hardware.,REMOTE,"This task can be performed from any location using digital communication tools, as it involves sharing information and advice rather than requiring physical interaction with the hardware."
4.A.4.b.6.I04.D04,Advise others on the development or use of new technologies.,REMOTE,"This task can be performed from any location using digital communication tools, as it involves providing guidance and advice, which does not require physical presence."
4.A.4.b.6.I04.D05,Provide technical support for computer network issues.,REMOTE,This task can be performed from any location using digital tools and remote communication to diagnose and resolve network issues.
4.A.4.b.6.I04.D06,Recommend changes to improve computer or information systems.,REMOTE,"This task involves analyzing and suggesting improvements to systems, which can be done using digital tools and remote communication without the need for physical presence."
4.A.4.b.6.I05.D01,"Advise others on farming or forestry operations, regulations, or equipment.",REMOTE,"This task can be performed from any location using digital communication tools, as it involves providing advice and information rather than requiring physical presence or direct manual interaction."
4.A.4.b.6.I05.D02,Advise others on logistics topics.,REMOTE,This task can be performed from any location using digital communication tools to provide advice and information on logistics topics.
4.A.4.b.6.I05.D03,Recommend personnel decisions or human resources activities.,REMOTE,This task can be performed from any location using digital communication tools and online systems to discuss and recommend HR activities.
4.A.4.b.6.I05.D04,Recommend packing or shipping methods.,REMOTE,This task can be performed from any location using digital tools or online systems to analyze and recommend methods without requiring physical presence.
4.A.4.b.6.I05.D05,Advise others on analytical techniques.,REMOTE,"This task can be performed from any location using digital communication tools, as it involves providing guidance or advice, which does not require physical presence."
4.A.4.b.6.I05.D06,"Advise others on issues related to repairs, installation, or equipment design.",REMOTE,This task can be performed from any location using digital communication tools to provide advice and guidance.
4.A.4.b.6.I05.D07,Recommend organizational process or policy changes.,REMOTE,"This task can be performed from any location as it primarily involves analysis, communication, and documentation, which can be done using digital tools and online systems."
4.A.4.b.6.I05.D08,Advise others on human resources topics.,REMOTE,"This task can be performed from any location using digital communication tools, such as video calls or emails, without requiring physical presence."
4.A.4.b.6.I05.D09,"Recommend technical design or process changes to improve efficiency, quality, or performance.",REMOTE,"This task involves providing recommendations, which can be done using digital tools and communication platforms without the need for physical presence."
4.A.4.b.6.I05.D10,Advise others on business or operational matters.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls, emails, or messaging platforms, and does not require physical presence."
4.A.4.b.6.I05.D11,Advise others on ways to improve processes or products.,REMOTE,"This task can be performed from any location using digital communication tools, such as video calls or emails, and does not require physical presence."
4.A.4.b.6.I05.D12,Recommend changes or corrective procedures.,REMOTE,"This task can be performed from any location as it involves providing recommendations, which can be done using digital communication tools without the need for physical presence."
4.A.4.b.6.I06.D01,Advise medical personnel regarding healthcare issues.,REMOTE,"This task can be performed from any location using digital communication tools, such as video calls or emails, and does not require physical presence."
4.A.4.b.6.I06.D02,Advise communities or institutions regarding health or safety issues.,REMOTE,This task can be performed from any location using digital communication tools to provide advice and guidance.
4.A.4.b.6.I06.D03,Advise clients or community groups on health issues.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls, emails, or online webinars, and does not require physical presence."
4.A.4.b.6.I06.D04,"Advise athletes, coaches, or trainers on exercise regimens, nutrition, or equipment use.",NON-REMOTE,"This task typically requires physical presence to observe athletes' techniques, provide hands-on guidance, and assess equipment use directly."
4.A.4.b.6.I06.D05,Advise others on healthcare matters.,REMOTE,"This task can be performed from any location using digital communication tools, such as video calls or online messaging, without requiring physical presence."
4.A.4.b.6.I07.D01,Advise others on social or educational issues.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls, emails, or online chat platforms."
4.A.4.b.6.I07.D02,Advise students on academic or career matters.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls, emails, or online chat platforms."
4.A.4.b.6.I07.D03,Discuss child development and behavior with parents or guardians.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls, phone calls, or online messaging platforms."
4.A.4.b.6.I07.D04,Counsel clients regarding educational or vocational issues.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls, emails, or online chat platforms, without requiring physical presence."
4.A.4.b.6.I07.D05,"Advise educators on curricula, instructional methods, or policies.",REMOTE,"This task can be performed from any location using digital communication tools, such as video calls or emails, without requiring physical presence."
4.A.4.b.6.I07.D06,Advise others on career or personal development.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls, emails, or online chat platforms."
4.A.4.b.6.I07.D07,Advise others on educational matters.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls, emails, or online platforms, and does not require physical presence."
4.A.4.b.6.I07.D08,Discuss student progress with parents or guardians.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls, emails, or online conferencing platforms."
4.A.4.b.6.I08.D01,Provide legal advice to clients.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls, emails, or phone calls, without requiring physical presence."
4.A.4.b.6.I08.D02,Advise others on matters of public policy.,REMOTE,"This task can be performed from any location using digital communication tools, such as video calls, emails, or online collaboration platforms, without requiring physical presence."
4.A.4.b.6.I08.D03,Recommend legal actions.,REMOTE,"This task can be performed from any location using digital tools, online systems, or remote communications, as it primarily involves analysis, consultation, and communication that do not require physical presence."
4.A.4.b.6.I08.D04,Advise others on legal or regulatory compliance matters.,REMOTE,"This task can be performed from any location using digital communication tools, as it primarily involves providing guidance and information that does not require physical presence."
4.A.4.b.6.I09.D01,Advise others on management of emergencies or hazardous situations or materials.,REMOTE,This task can be performed from any location using digital communication tools to provide guidance and advice.
4.A.4.b.6.I09.D02,Recommend improvements to increase safety or reduce risks.,REMOTE,"This task can be performed from any location as it involves analysis, communication, and planning, which can be done using digital tools and remote collaboration."
4.A.4.b.6.I09.D03,Advise others on health and safety issues.,REMOTE,"This task can be performed from any location using digital communication tools, such as video calls or emails, to provide advice on health and safety issues."
4.A.4.b.6.I10.D01,Intervene in crisis situations to assist clients.,NON-REMOTE,"This task requires physical presence to effectively manage and assist clients in crisis situations, which often involve direct interaction and immediate response that cannot be replicated remotely."
4.A.4.b.6.I10.D02,Counsel clients or patients with substance abuse issues.,NON-REMOTE,"This task typically requires physical presence to effectively interact and communicate with clients or patients, as well as to provide a supportive environment that may not be easily replicated remotely."
4.A.4.b.6.I10.D03,"Provide counsel, comfort, or encouragement to individuals or families.",NON-REMOTE,This task typically requires physical presence to effectively offer personal support and build trust through direct interaction.
4.A.4.b.6.I10.D04,Counsel clients regarding interpersonal issues.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls or phone calls, without requiring physical presence."
4.A.4.b.6.I10.D05,Counsel family members of clients or patients.,NON-REMOTE,"This task typically requires physical presence to provide effective emotional support and communication, which is often best conducted in person."
4.A.4.b.6.I10.D06,Counsel clients on mental health or personal achievement.,REMOTE,"This task can be performed from any location using digital tools such as video conferencing or phone calls, and does not require physical presence."
4.A.4.b.6.I10.D07,Counsel clients or patients regarding personal issues.,REMOTE,"This task can be performed from any location using digital communication tools such as video calls or phone calls, without requiring physical presence."
